order_id,sku,qty,amount,fail_at,comp_fail_at
ORD001159,MODULE-Z,4,377.08,,
ORD001160,CABLE-2M,3,161.55,,
ORD001161,SENSOR-T1,7,1120.21,,
ORD001162,SENSOR-T1,6,673.92,,
ORD001163,WIDGET-B,5,1611.85,,
ORD001164,GADGET-X,7,2595.88,,
ORD001165,WIDGET-B,8,2716.48,,
ORD001166,ADAPTER-USB-C,7,588.28,,
ORD001167,WIDGET-A,6,1411.86,,
ORD001168,MODULE-Z,1,388.25,,
ORD001169,CABLE-2M,1,204.3,,
ORD001170,WIDGET-B,3,1125.9,,
ORD001171,PANEL-40W,3,531.3,,
ORD001172,ADAPTER-USB-C,4,493.04,,
ORD001173,MODULE-Z,6,857.52,CREATE_ORDER,
ORD001174,ADAPTER-USB-C,2,512.88,,
ORD001175,CABLE-2M,5,542.95,,
ORD001176,WIDGET-B,6,179.58,,
ORD001177,GADGET-X,2,740.66,,
ORD001178,BATTERY-AA,3,830.82,,
ORD001179,CABLE-2M,9,1911.33,,
ORD001180,MODULE-Z,5,152.65,,
ORD001181,CABLE-2M,4,1337.04,,
ORD001182,CABLE-2M,9,2025.54,,
ORD001183,WIDGET-B,8,3003.76,,
ORD001184,CABLE-2M,9,641.97,,
ORD001185,GADGET-X,8,476.72,,
ORD001186,ADAPTER-USB-C,8,3195.84,,
ORD001187,WIDGET-A,5,1183.3,,
ORD001188,CABLE-2M,8,1140.8,,
ORD001189,MODULE-Z,9,2750.4,,
ORD001190,ADAPTER-USB-C,1,158.98,,
ORD001191,CABLE-2M,5,1134.1,,
ORD001192,BATTERY-AA,2,479.3,,
ORD001193,CABLE-2M,2,536.08,,
ORD001194,GIZMO-PRO,8,1648.0,,
ORD001195,WIDGET-A,4,1206.44,,
ORD001196,ADAPTER-USB-C,10,1457.4,,
ORD001197,BATTERY-AA,7,1152.41,,
ORD001198,ADAPTER-USB-C,1,282.06,,
ORD001199,BATTERY-AA,3,1041.66,,
ORD001200,ADAPTER-USB-C,2,709.54,CREATE_SHIPMENT,
ORD001201,WIDGET-A,7,2523.43,,
ORD001202,ADAPTER-USB-C,9,3451.5,,
ORD001203,CABLE-2M,3,599.82,,
ORD001204,BATTERY-AA,3,584.37,,
ORD001205,SENSOR-T1,8,726.48,,
ORD001206,WIDGET-A,1,273.22,,
ORD001207,CABLE-2M,8,595.6,,
ORD001208,BATTERY-AA,8,3089.84,,
ORD001209,SENSOR-T1,2,255.36,,
ORD001210,PANEL-40W,1,64.46,,
ORD001211,GADGET-X,1,323.14,,
ORD001212,WIDGET-B,6,1781.94,,
ORD001213,WIDGET-A,7,1239.42,,
ORD001214,GIZMO-PRO,5,255.3,,
ORD001215,CABLE-2M,4,673.36,,
ORD001216,GADGET-X,6,2350.98,,
ORD001217,GADGET-X,7,2092.37,,
ORD001218,SENSOR-T1,3,146.94,,
ORD001219,SENSOR-T1,2,470.2,,
ORD001220,PANEL-40W,8,1688.4,,
ORD001221,ADAPTER-USB-C,7,1326.5,,
ORD001222,MODULE-Z,10,1865.3,,
ORD001223,ADAPTER-USB-C,8,2830.0,,
ORD001224,WIDGET-A,5,1242.4,,
ORD001225,BATTERY-AA,9,2777.4,,
ORD001226,ADAPTER-USB-C,4,1375.72,,
ORD001227,SENSOR-T1,9,462.33,,
ORD001228,GADGET-X,2,532.54,,
ORD001229,WIDGET-A,5,1006.9,,
ORD001230,WIDGET-A,6,1148.64,CREATE_ORDER,
ORD001231,PANEL-40W,10,2253.3,,
ORD001232,ADAPTER-USB-C,9,1680.93,,
ORD001233,GADGET-X,4,925.24,,
ORD001234,SENSOR-T1,6,1213.32,,
ORD001235,SENSOR-T1,4,1002.96,,
ORD001236,GIZMO-PRO,10,2122.0,,
ORD001237,BATTERY-AA,10,3665.7,,
ORD001238,MODULE-Z,6,129.9,,
ORD001239,GADGET-X,3,1167.48,,
ORD001240,CABLE-2M,9,2938.14,,
ORD001241,MODULE-Z,6,850.68,CREATE_ORDER,
ORD001242,MODULE-Z,5,1195.2,,
ORD001243,SENSOR-T1,7,1624.98,,
ORD001244,WIDGET-B,5,999.3,,
ORD001245,WIDGET-A,6,337.62,,
ORD001246,WIDGET-B,2,393.56,,
ORD001247,BATTERY-AA,6,328.14,,
ORD001248,BATTERY-AA,2,634.68,,
ORD001249,PANEL-40W,3,740.67,,
ORD001250,CABLE-2M,7,1202.74,,
ORD001251,PANEL-40W,1,172.01,,
ORD001252,WIDGET-B,2,400.0,,
ORD001253,GIZMO-PRO,10,2387.1,,
ORD001254,GADGET-X,6,1915.8,,
ORD001255,MODULE-Z,1,248.33,,
ORD001256,WIDGET-B,2,361.76,,
ORD001257,PANEL-40W,10,1874.9,,
ORD001258,GADGET-X,1,298.74,,
ORD001259,MODULE-Z,3,513.9,,
ORD001260,PANEL-40W,4,831.12,,
ORD001261,CABLE-2M,1,202.94,,
ORD001262,GADGET-X,3,515.64,,
ORD001263,WIDGET-A,2,529.46,,
ORD001264,CABLE-2M,2,524.18,,
ORD001265,PANEL-40W,3,611.01,,
ORD001266,SENSOR-T1,3,714.33,RESERVE_INVENTORY,
ORD001267,WIDGET-A,9,2555.28,,
ORD001268,GIZMO-PRO,5,1393.85,,
ORD001269,BATTERY-AA,5,1150.85,,
ORD001270,GIZMO-PRO,8,417.2,CREATE_SHIPMENT,CANCEL_ORDER
ORD001271,SENSOR-T1,3,574.74,,
ORD001272,PANEL-40W,1,180.92,,
ORD001273,GADGET-X,5,1561.7,,
ORD001274,ADAPTER-USB-C,1,21.88,,
ORD001275,MODULE-Z,4,1194.4,,
ORD001276,GIZMO-PRO,8,3190.48,,
ORD001277,MODULE-Z,2,307.52,,
ORD001278,MODULE-Z,3,987.57,,
ORD001279,SENSOR-T1,1,115.66,,
ORD001280,WIDGET-A,10,2191.9,,
ORD001281,MODULE-Z,8,2412.08,,
ORD001282,PANEL-40W,9,1741.05,,
ORD001283,BATTERY-AA,5,550.85,CHARGE_PAYMENT,
ORD001284,MODULE-Z,8,166.16,,
ORD001285,PANEL-40W,7,1464.75,,
ORD001286,MODULE-Z,2,747.7,,
ORD001287,MODULE-Z,2,451.26,,
ORD001288,PANEL-40W,3,636.15,,
ORD001289,CABLE-2M,5,1645.0,,
ORD001290,WIDGET-B,4,136.56,,
ORD001291,PANEL-40W,4,983.08,,
ORD001292,GADGET-X,4,972.08,,
ORD001293,WIDGET-B,2,774.02,,
ORD001294,PANEL-40W,1,306.17,,
ORD001295,SENSOR-T1,5,1820.25,,
ORD001296,BATTERY-AA,2,680.6,,
ORD001297,SENSOR-T1,9,2661.21,,
ORD001298,WIDGET-B,3,385.83,,
ORD001299,PANEL-40W,6,963.12,CREATE_SHIPMENT,
ORD001300,GIZMO-PRO,2,698.54,CHARGE_PAYMENT,
ORD001301,BATTERY-AA,2,57.98,,
ORD001302,PANEL-40W,6,457.62,,
ORD001303,BATTERY-AA,1,212.91,,
ORD001304,GADGET-X,9,824.67,,
ORD001305,GIZMO-PRO,10,1321.0,,
ORD001306,PANEL-40W,4,201.24,,
ORD001307,WIDGET-B,2,86.74,,
ORD001308,MODULE-Z,10,846.8,CREATE_ORDER,
ORD001309,PANEL-40W,3,646.65,,
ORD001310,GIZMO-PRO,10,3442.4,,
ORD001311,GADGET-X,3,320.7,,
ORD001312,BATTERY-AA,4,102.76,,
ORD001313,WIDGET-A,7,2502.71,,
ORD001314,SENSOR-T1,4,870.64,CREATE_ORDER,
ORD001315,CABLE-2M,3,147.12,,
ORD001316,WIDGET-A,5,1809.7,,
ORD001317,ADAPTER-USB-C,7,1031.73,,
ORD001318,GIZMO-PRO,4,1201.24,,
ORD001319,GIZMO-PRO,1,93.04,,
ORD001320,ADAPTER-USB-C,10,3291.8,,
ORD001321,PANEL-40W,5,1677.1,,
ORD001322,SENSOR-T1,2,588.06,,
ORD001323,WIDGET-B,5,152.05,CHARGE_PAYMENT,
ORD001324,WIDGET-A,4,442.04,,
ORD001325,GADGET-X,3,842.52,,
ORD001326,GADGET-X,1,91.36,,
ORD001327,BATTERY-AA,7,2358.37,,
ORD001328,WIDGET-B,1,41.5,,
ORD001329,GADGET-X,7,1008.84,,
ORD001330,PANEL-40W,3,76.02,,
ORD001331,CABLE-2M,6,255.54,,
ORD001332,MODULE-Z,2,268.5,,
ORD001333,GIZMO-PRO,2,795.88,,
ORD001334,MODULE-Z,2,782.86,,
ORD001335,GIZMO-PRO,9,346.5,,
ORD001336,ADAPTER-USB-C,5,1739.3,,
ORD001337,BATTERY-AA,4,139.72,CREATE_ORDER,RELEASE_INVENTORY
ORD001338,SENSOR-T1,1,397.66,,
ORD001339,MODULE-Z,9,1884.42,,
ORD001340,WIDGET-A,7,1769.81,,
ORD001341,MODULE-Z,6,1787.16,,
ORD001342,WIDGET-A,7,2314.97,,
ORD001343,WIDGET-A,5,1553.7,,
ORD001344,WIDGET-B,7,1276.31,,
ORD001345,GADGET-X,9,1469.16,,
ORD001346,CABLE-2M,8,3173.6,,
ORD001347,BATTERY-AA,2,644.66,,
ORD001348,GADGET-X,6,1977.96,,
ORD001349,GADGET-X,8,2842.48,,
ORD001350,MODULE-Z,8,2563.04,,
ORD001351,PANEL-40W,10,1671.6,,
ORD001352,MODULE-Z,4,1517.0,RESERVE_INVENTORY,
ORD001353,GIZMO-PRO,3,83.88,,
ORD001354,SENSOR-T1,6,1425.06,,
ORD001355,WIDGET-B,2,589.28,,
ORD001356,ADAPTER-USB-C,6,1560.0,,
ORD001357,GIZMO-PRO,3,525.24,,
ORD001358,ADAPTER-USB-C,10,3967.3,,
ORD001359,MODULE-Z,7,2100.84,,
ORD001360,CABLE-2M,1,205.88,,
ORD001361,GADGET-X,6,337.2,,
ORD001362,WIDGET-A,9,884.34,,
ORD001363,WIDGET-B,3,550.14,,
ORD001364,WIDGET-A,2,563.0,,
ORD001365,ADAPTER-USB-C,3,637.11,,
ORD001366,PANEL-40W,1,289.91,,
ORD001367,MODULE-Z,6,312.9,,
ORD001368,BATTERY-AA,2,252.06,CHARGE_PAYMENT,
ORD001369,GIZMO-PRO,6,1767.54,,
ORD001370,GIZMO-PRO,6,497.16,,
ORD001371,ADAPTER-USB-C,1,167.7,,
ORD001372,SENSOR-T1,4,920.6,,
ORD001373,WIDGET-B,2,96.42,,
ORD001374,ADAPTER-USB-C,5,1220.4,,
ORD001375,SENSOR-T1,10,1647.9,,
ORD001376,PANEL-40W,6,1556.34,,
ORD001377,WIDGET-B,6,263.76,,
ORD001378,MODULE-Z,5,1831.1,RESERVE_INVENTORY,
ORD001379,GADGET-X,6,480.6,,
ORD001380,GADGET-X,6,455.94,,
ORD001381,GIZMO-PRO,6,1486.44,,
ORD001382,WIDGET-A,6,197.04,,
ORD001383,SENSOR-T1,9,3597.75,,
ORD001384,WIDGET-B,8,1793.04,,
ORD001385,SENSOR-T1,5,1697.45,,
ORD001386,MODULE-Z,2,414.4,,
ORD001387,ADAPTER-USB-C,10,2741.5,,
ORD001388,GIZMO-PRO,9,318.06,,
ORD001389,WIDGET-A,2,386.8,CREATE_SHIPMENT,REFUND_PAYMENT
ORD001390,WIDGET-B,1,66.19,,
ORD001391,GADGET-X,9,869.85,,
ORD001392,WIDGET-A,3,574.83,,
ORD001393,BATTERY-AA,6,304.8,,
ORD001394,MODULE-Z,1,388.86,,
ORD001395,WIDGET-A,7,2144.87,,
ORD001396,ADAPTER-USB-C,10,342.5,,
ORD001397,SENSOR-T1,8,1607.6,,
ORD001398,GIZMO-PRO,1,187.82,,
ORD001399,WIDGET-B,2,49.44,,
ORD001400,SENSOR-T1,4,410.72,,
ORD001401,WIDGET-A,2,645.02,,
ORD001402,BATTERY-AA,7,2775.57,,
ORD001403,BATTERY-AA,8,2408.16,,
ORD001404,BATTERY-AA,2,688.64,,
ORD001405,GADGET-X,1,377.96,,
ORD001406,GIZMO-PRO,4,362.36,,
ORD001407,MODULE-Z,3,886.2,,
ORD001408,MODULE-Z,10,3830.8,,
ORD001409,GIZMO-PRO,8,2693.52,,
ORD001410,WIDGET-B,7,2004.31,,
ORD001411,WIDGET-B,8,2119.28,,
ORD001412,WIDGET-B,6,1527.48,,
ORD001413,WIDGET-A,1,130.41,,
ORD001414,WIDGET-A,6,1029.66,,
ORD001415,WIDGET-B,9,3049.74,,
ORD001416,MODULE-Z,1,195.54,CREATE_ORDER,
ORD001417,WIDGET-A,6,171.0,,
ORD001418,CABLE-2M,10,3416.5,,
ORD001419,GIZMO-PRO,10,1557.7,,
ORD001420,WIDGET-B,2,397.0,,
ORD001421,ADAPTER-USB-C,5,1155.1,,
ORD001422,CABLE-2M,9,1800.99,CREATE_SHIPMENT,
ORD001423,GADGET-X,1,123.19,,
ORD001424,CABLE-2M,10,3541.4,,
ORD001425,MODULE-Z,3,909.33,,
ORD001426,PANEL-40W,9,3277.8,,
ORD001427,GADGET-X,10,987.8,,
ORD001428,PANEL-40W,4,1275.44,CREATE_SHIPMENT,
ORD001429,SENSOR-T1,4,1385.64,,
ORD001430,GADGET-X,8,1291.28,,
ORD001431,CABLE-2M,1,191.35,,
ORD001432,MODULE-Z,9,489.51,,
ORD001433,BATTERY-AA,7,2360.68,,
ORD001434,BATTERY-AA,5,1226.25,CREATE_SHIPMENT,
ORD001435,PANEL-40W,3,587.79,,
ORD001436,PANEL-40W,6,1277.22,,
ORD001437,ADAPTER-USB-C,4,1151.72,,
ORD001438,WIDGET-A,5,100.75,,
ORD001439,BATTERY-AA,10,284.7,,
ORD001440,MODULE-Z,9,2146.23,,
ORD001441,PANEL-40W,8,3016.88,,
ORD001442,MODULE-Z,9,2744.19,,
ORD001443,SENSOR-T1,4,601.76,,
ORD001444,WIDGET-A,10,3302.0,,
ORD001445,BATTERY-AA,5,1832.15,CHARGE_PAYMENT,
ORD001446,BATTERY-AA,4,1571.8,,
ORD001447,BATTERY-AA,6,1467.72,,
ORD001448,GADGET-X,8,1254.88,,
ORD001449,CABLE-2M,7,1985.48,,
ORD001450,CABLE-2M,5,1791.9,,
ORD001451,CABLE-2M,2,583.38,,
ORD001452,WIDGET-B,9,1922.4,,
ORD001453,WIDGET-B,3,688.56,,
ORD001454,GADGET-X,5,962.4,,
ORD001455,MODULE-Z,1,265.67,,
ORD001456,CABLE-2M,7,1278.34,,
ORD001457,GIZMO-PRO,1,306.21,,
ORD001458,WIDGET-B,9,945.9,,
ORD001459,PANEL-40W,8,1213.6,,
ORD001460,PANEL-40W,9,1088.46,,
ORD001461,GADGET-X,10,1997.4,,
ORD001462,CABLE-2M,10,3344.3,,
ORD001463,SENSOR-T1,2,410.12,CREATE_ORDER,
ORD001464,GIZMO-PRO,10,1299.3,,
ORD001465,ADAPTER-USB-C,9,3500.19,,
ORD001466,SENSOR-T1,9,1418.76,,
ORD001467,GADGET-X,8,980.8,CHARGE_PAYMENT,
ORD001468,PANEL-40W,2,81.82,,
ORD001469,GIZMO-PRO,8,2092.32,,
ORD001470,GIZMO-PRO,8,3158.88,,
ORD001471,WIDGET-A,6,711.72,,
ORD001472,BATTERY-AA,7,681.24,CREATE_SHIPMENT,RELEASE_INVENTORY
ORD001473,BATTERY-AA,2,478.4,,
ORD001474,WIDGET-B,8,481.68,,
ORD001475,WIDGET-B,7,947.87,,
ORD001476,CABLE-2M,3,300.36,,
ORD001477,SENSOR-T1,9,383.31,,
ORD001478,WIDGET-B,7,689.15,,
ORD001479,PANEL-40W,8,2756.72,,
ORD001480,WIDGET-B,8,248.0,,
ORD001481,PANEL-40W,8,1663.12,,
ORD001482,WIDGET-B,9,1509.3,,
ORD001483,WIDGET-A,8,2483.52,,
ORD001484,GADGET-X,7,478.8,,
ORD001485,WIDGET-B,6,2170.8,,
ORD001486,GIZMO-PRO,4,1260.92,CREATE_SHIPMENT,
ORD001487,BATTERY-AA,7,1267.42,,
ORD001488,GIZMO-PRO,5,728.2,,
ORD001489,MODULE-Z,7,850.92,,
ORD001490,BATTERY-AA,5,714.4,,
ORD001491,WIDGET-A,10,343.0,,
ORD001492,PANEL-40W,3,496.41,,
ORD001493,SENSOR-T1,6,159.36,,
ORD001494,GIZMO-PRO,6,1802.22,,
ORD001495,MODULE-Z,10,3555.9,,
ORD001496,GIZMO-PRO,10,2992.9,,
ORD001497,SENSOR-T1,9,3263.85,,
ORD001498,PANEL-40W,4,800.28,,
ORD001499,WIDGET-A,6,746.52,,
ORD001500,GADGET-X,3,748.89,CREATE_ORDER,
ORD001501,PANEL-40W,4,916.4,,
ORD001502,CABLE-2M,5,1176.6,,
ORD001503,PANEL-40W,8,2732.72,,
ORD001504,BATTERY-AA,9,1211.76,,
ORD001505,WIDGET-B,3,653.55,,
ORD001506,PANEL-40W,7,893.83,,
ORD001507,ADAPTER-USB-C,4,474.76,,
ORD001508,BATTERY-AA,9,1329.93,,
ORD001509,WIDGET-A,10,2819.3,,
ORD001510,ADAPTER-USB-C,8,213.12,,
ORD001511,SENSOR-T1,2,239.96,,
ORD001512,CABLE-2M,2,490.46,,
ORD001513,SENSOR-T1,9,2788.56,,
ORD001514,WIDGET-A,5,1013.25,,
ORD001515,GIZMO-PRO,1,328.4,,
ORD001516,GIZMO-PRO,5,1588.55,,
ORD001517,BATTERY-AA,9,591.84,,
ORD001518,MODULE-Z,4,1366.2,,
ORD001519,PANEL-40W,2,471.02,,
ORD001520,ADAPTER-USB-C,10,3485.1,,
ORD001521,CABLE-2M,2,348.48,,
ORD001522,PANEL-40W,9,2273.58,,
ORD001523,CABLE-2M,9,2799.36,CREATE_ORDER,
ORD001524,WIDGET-A,3,999.18,,
ORD001525,WIDGET-B,6,461.4,,
ORD001526,CABLE-2M,3,702.75,,
ORD001527,CABLE-2M,1,357.11,,
ORD001528,MODULE-Z,9,1842.39,,
ORD001529,WIDGET-A,10,3571.6,,
ORD001530,WIDGET-A,10,3764.5,,
ORD001531,WIDGET-B,3,697.2,,
ORD001532,GIZMO-PRO,2,646.54,,
ORD001533,MODULE-Z,7,2496.27,,
ORD001534,PANEL-40W,6,1272.0,,
ORD001535,MODULE-Z,8,701.52,,
ORD001536,ADAPTER-USB-C,10,667.0,,
ORD001537,MODULE-Z,9,2271.78,RESERVE_INVENTORY,
ORD001538,GADGET-X,6,1631.46,,
ORD001539,ADAPTER-USB-C,8,823.76,,
ORD001540,PANEL-40W,7,2126.53,,
ORD001541,CABLE-2M,9,2060.46,,
ORD001542,BATTERY-AA,7,2462.46,,
ORD001543,CABLE-2M,7,848.4,,
ORD001544,PANEL-40W,4,705.52,,
ORD001545,CABLE-2M,1,355.19,CREATE_SHIPMENT,CANCEL_ORDER
ORD001546,MODULE-Z,6,680.22,,
ORD001547,MODULE-Z,1,276.87,,
ORD001548,BATTERY-AA,2,232.32,,
ORD001549,MODULE-Z,9,2861.37,,
ORD001550,SENSOR-T1,4,724.96,,
ORD001551,ADAPTER-USB-C,5,1644.65,,
ORD001552,MODULE-Z,7,2055.97,,
ORD001553,CABLE-2M,3,1197.66,,
ORD001554,PANEL-40W,5,1000.0,,
ORD001555,WIDGET-A,3,1047.0,,
ORD001556,BATTERY-AA,4,842.68,,
ORD001557,ADAPTER-USB-C,6,394.26,,
ORD001558,PANEL-40W,3,1096.59,,
ORD001559,WIDGET-A,6,2087.88,,
ORD001560,MODULE-Z,10,2855.2,,
ORD001561,SENSOR-T1,3,1080.54,,
ORD001562,WIDGET-A,2,562.28,,
ORD001563,GADGET-X,3,225.18,,
ORD001564,WIDGET-A,9,3362.4,,
ORD001565,PANEL-40W,4,842.72,,
ORD001566,BATTERY-AA,8,906.88,,
ORD001567,WIDGET-A,6,1143.3,,
ORD001568,CABLE-2M,4,149.04,,
ORD001569,CABLE-2M,4,695.76,,
ORD001570,MODULE-Z,1,355.33,,
ORD001571,GIZMO-PRO,2,664.98,,
ORD001572,MODULE-Z,10,339.2,,
ORD001573,SENSOR-T1,2,714.82,,
ORD001574,CABLE-2M,1,38.04,,
ORD001575,SENSOR-T1,1,314.47,,
ORD001576,WIDGET-A,3,336.15,,
ORD001577,PANEL-40W,6,1810.98,,
ORD001578,BATTERY-AA,1,101.16,,
ORD001579,MODULE-Z,5,1580.65,,
ORD001580,GADGET-X,7,1736.42,,
ORD001581,MODULE-Z,4,321.6,,
ORD001582,SENSOR-T1,9,1914.21,,
ORD001583,MODULE-Z,9,3423.33,,
ORD001584,BATTERY-AA,2,396.86,,
ORD001585,ADAPTER-USB-C,10,1407.1,,
ORD001586,BATTERY-AA,9,2060.37,,
ORD001587,GADGET-X,4,879.16,,
ORD001588,WIDGET-B,10,508.0,,
ORD001589,SENSOR-T1,6,1020.54,CHARGE_PAYMENT,
ORD001590,CABLE-2M,6,277.02,,
ORD001591,BATTERY-AA,6,650.82,,
ORD001592,MODULE-Z,6,1226.58,,
ORD001593,GIZMO-PRO,4,1034.96,,
ORD001594,GADGET-X,9,342.36,,
ORD001595,WIDGET-A,6,1398.78,,
ORD001596,WIDGET-A,3,105.51,,
ORD001597,WIDGET-A,7,1519.84,,
ORD001598,SENSOR-T1,3,323.37,,
ORD001599,GIZMO-PRO,5,1061.1,CREATE_ORDER,RELEASE_INVENTORY
ORD001600,GADGET-X,2,173.64,,
ORD001601,GADGET-X,4,1372.92,,
ORD001602,ADAPTER-USB-C,2,636.24,,
ORD001603,BATTERY-AA,10,356.4,,
ORD001604,PANEL-40W,7,944.09,,
ORD001605,BATTERY-AA,8,2809.84,,
ORD001606,PANEL-40W,7,2738.33,,
ORD001607,BATTERY-AA,4,375.0,,
ORD001608,WIDGET-B,7,1576.47,,
ORD001609,SENSOR-T1,3,311.07,,
ORD001610,GIZMO-PRO,2,668.3,,
ORD001611,MODULE-Z,7,1042.09,,
ORD001612,ADAPTER-USB-C,9,889.29,,
ORD001613,GADGET-X,3,339.0,,
ORD001614,GADGET-X,7,2627.17,,
ORD001615,GADGET-X,6,573.24,,
ORD001616,ADAPTER-USB-C,9,2270.61,,
ORD001617,CABLE-2M,2,394.44,,
ORD001618,WIDGET-A,3,103.89,,
ORD001619,SENSOR-T1,10,1395.5,,
ORD001620,BATTERY-AA,10,2364.6,,
ORD001621,GADGET-X,7,884.45,,
ORD001622,GADGET-X,2,321.84,,
ORD001623,CABLE-2M,9,859.5,,
ORD001624,WIDGET-B,4,126.68,,
ORD001625,BATTERY-AA,10,352.3,,
ORD001626,BATTERY-AA,3,181.56,CREATE_SHIPMENT,
ORD001627,WIDGET-A,1,44.29,,
ORD001628,SENSOR-T1,5,1388.15,,
ORD001629,GIZMO-PRO,2,104.18,,
ORD001630,PANEL-40W,6,795.84,,
ORD001631,ADAPTER-USB-C,4,149.72,,
ORD001632,GIZMO-PRO,6,1675.32,,
ORD001633,WIDGET-B,9,508.59,,
ORD001634,WIDGET-B,9,2592.54,,
ORD001635,MODULE-Z,8,558.96,,
ORD001636,PANEL-40W,3,1090.41,,
ORD001637,SENSOR-T1,8,3188.56,,
ORD001638,SENSOR-T1,8,2507.36,,
ORD001639,ADAPTER-USB-C,10,332.7,,
ORD001640,GADGET-X,1,136.83,,
ORD001641,WIDGET-A,5,1675.65,,
ORD001642,CABLE-2M,3,1186.35,,
ORD001643,CABLE-2M,3,180.27,,
ORD001644,ADAPTER-USB-C,4,872.04,,
ORD001645,BATTERY-AA,10,263.0,,
ORD001646,WIDGET-B,9,3575.61,,
ORD001647,WIDGET-B,4,1077.8,,
ORD001648,GIZMO-PRO,1,397.13,,
ORD001649,GIZMO-PRO,5,1890.4,,
ORD001650,BATTERY-AA,3,187.62,,
ORD001651,WIDGET-A,10,998.4,,
ORD001652,WIDGET-B,5,490.3,,
ORD001653,BATTERY-AA,3,1187.58,,
ORD001654,WIDGET-A,9,2105.73,CHARGE_PAYMENT,
ORD001655,WIDGET-B,8,3100.72,,
ORD001656,GADGET-X,5,894.85,,
ORD001657,ADAPTER-USB-C,8,1231.84,,
ORD001658,WIDGET-A,4,1277.08,,
ORD001659,SENSOR-T1,5,1711.3,,
ORD001660,BATTERY-AA,4,185.4,,
ORD001661,WIDGET-A,1,91.15,,
ORD001662,MODULE-Z,8,3082.64,,
ORD001663,PANEL-40W,4,1105.8,,
ORD001664,SENSOR-T1,8,2309.76,CREATE_ORDER,
ORD001665,WIDGET-A,2,662.24,,
ORD001666,SENSOR-T1,1,326.15,,
ORD001667,PANEL-40W,6,1379.34,,
ORD001668,WIDGET-A,10,2877.7,,
ORD001669,ADAPTER-USB-C,3,795.3,,
ORD001670,GADGET-X,6,1725.06,,
ORD001671,WIDGET-B,2,592.84,,
ORD001672,MODULE-Z,4,756.76,,
ORD001673,WIDGET-A,3,133.86,,
ORD001674,WIDGET-B,5,1650.1,,
ORD001675,GIZMO-PRO,3,246.93,,
ORD001676,BATTERY-AA,2,279.58,,
ORD001677,GIZMO-PRO,8,2600.16,,
ORD001678,ADAPTER-USB-C,2,717.16,RESERVE_INVENTORY,
ORD001679,GADGET-X,6,2101.26,,
ORD001680,GIZMO-PRO,8,350.96,,
ORD001681,MODULE-Z,6,1711.5,,
ORD001682,CABLE-2M,5,1818.75,,
ORD001683,GADGET-X,4,729.76,,
ORD001684,GADGET-X,10,2847.7,,
ORD001685,ADAPTER-USB-C,5,516.85,,
ORD001686,PANEL-40W,8,2885.44,,
ORD001687,PANEL-40W,5,176.45,,
ORD001688,MODULE-Z,7,2128.35,,
ORD001689,GIZMO-PRO,3,970.23,,
ORD001690,WIDGET-A,7,815.08,,
ORD001691,ADAPTER-USB-C,7,1597.75,,
ORD001692,WIDGET-B,3,436.35,,
ORD001693,WIDGET-A,1,308.58,,
ORD001694,MODULE-Z,7,403.97,,
ORD001695,GIZMO-PRO,7,2743.37,,
ORD001696,WIDGET-A,1,371.77,,
ORD001697,ADAPTER-USB-C,9,3423.87,,
ORD001698,GADGET-X,3,358.83,,
ORD001699,ADAPTER-USB-C,3,891.33,,
ORD001700,ADAPTER-USB-C,5,179.8,,
ORD001701,SENSOR-T1,9,558.27,CREATE_ORDER,
ORD001702,ADAPTER-USB-C,2,139.44,,
ORD001703,WIDGET-A,7,2226.42,CHARGE_PAYMENT,
ORD001704,MODULE-Z,8,520.16,,
ORD001705,SENSOR-T1,2,795.0,,
ORD001706,ADAPTER-USB-C,4,716.8,,
ORD001707,GADGET-X,1,225.61,,
ORD001708,CABLE-2M,10,1547.9,,
ORD001709,ADAPTER-USB-C,8,1038.72,,
ORD001710,CABLE-2M,5,1622.15,,
ORD001711,GIZMO-PRO,10,2021.1,,
ORD001712,ADAPTER-USB-C,4,483.44,,
ORD001713,BATTERY-AA,5,1101.85,,
ORD001714,CABLE-2M,2,127.74,,
ORD001715,BATTERY-AA,2,732.36,,
ORD001716,ADAPTER-USB-C,5,660.35,,
ORD001717,WIDGET-B,3,492.81,CREATE_ORDER,
ORD001718,GADGET-X,6,2027.4,,
ORD001719,BATTERY-AA,2,377.08,,
ORD001720,ADAPTER-USB-C,3,1138.47,,
ORD001721,MODULE-Z,3,674.13,,
ORD001722,CABLE-2M,2,319.44,,
ORD001723,WIDGET-B,10,2673.0,,
ORD001724,WIDGET-A,6,1210.86,,
ORD001725,MODULE-Z,4,849.28,,
ORD001726,BATTERY-AA,10,403.7,,
ORD001727,GIZMO-PRO,4,558.68,,
ORD001728,SENSOR-T1,6,817.44,,
ORD001729,PANEL-40W,1,161.86,,
ORD001730,ADAPTER-USB-C,5,1736.9,,
ORD001731,WIDGET-A,7,287.98,CREATE_ORDER,
ORD001732,MODULE-Z,2,176.36,,
ORD001733,PANEL-40W,9,611.55,,
ORD001734,BATTERY-AA,3,459.93,,
ORD001735,PANEL-40W,8,1930.24,,
ORD001736,GIZMO-PRO,3,904.47,,
ORD001737,GIZMO-PRO,6,801.0,,
ORD001738,WIDGET-A,2,139.84,CREATE_ORDER,
ORD001739,GIZMO-PRO,8,264.16,,
ORD001740,SENSOR-T1,2,163.72,,
